Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,On Assault Weapons: Should owning guns that fire quickly be:,On Magazines Holding Over Ten Bullets: Who should have them?,On Background Checks for Assault Weapons: Should there be checks to ensure owners are allowed to have them?,On Keeping Assault Weapons Away from Children: Should it be illegal to leave these guns where kids can find them?,"Do You Own a Gun? (Excluding paintball, BB, or pellet guns)","Does Someone in Your Home Own a Gun? (Excluding paintball, BB, or pellet guns)",Your Zip Code: (To understand regional views),Your Education Level: (Just the highest completed),Do you think of yourself as,Do you see yourself as,Gender,Age,Major US Region,Device,Household Income,is_gun_owner,has_gun_in_house,political_lean,leans_left,leans_right,leans_center,for_assault_weapon_ban,for_large_magazine_ban,for_background_checks,for_safe_storage_laws
114569190148.0,430645356.0,04/03/2024 02:55:40 PM,04/03/2024 02:56:29 PM,,,,,bdb351869bfcaea99a825a6506,smc,Not sure or prefer not to say?,Anyone?,"Yes, for all owners",Yes,Yes,No,13313,Some college,A Republican?,,female,30_to_44,south_atlantic,ios_mobile,50000_to_74999,True,True,right,False,True,False,False,False,True,True
114569190126.0,430645356.0,04/03/2024 02:55:07 PM,04/03/2024 02:56:27 PM,,,,,ec0e0183356776f9cda344de7d,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,85712,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,18_to_29,mountain,android_mobile,50000_to_74999,False,False,center,False,False,True,True,True,True,True
114569189875.0,430645356.0,04/03/2024 02:55:22 PM,04/03/2024 02:56:05 PM,,,,,a6f10c7710bb29952a9e84f674,smc,Limited to military and police?,Unsure or rather not say?,"No, not necessary for all",Yes,No,No,20002,Advanced degree,A Republican?,,male,30_to_44,south_atlantic,android_mobile,100000_to_124999,False,False,right,False,True,False,True,False,False,True
114569189773.0,430645356.0,04/03/2024 02:53:48 PM,04/03/2024 02:55:56 PM,,,,,52ce4f5f1671b7d2007437cbe2,smc,Open to everyone?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,40402,High school diploma,A Republican?,,male,30_to_44,east_south_central,ios_mobile,50000_to_74999,True,True,right,False,True,False,False,True,True,True
114569188906.0,430645356.0,04/03/2024 02:54:24 PM,04/03/2024 02:54:43 PM,,,,,1f32914b5c08dac2d8dba91e07,smc,Open to everyone?,Just military and police?,"Yes, for all owners",Yes,No,No,7950,High school diploma,A Democrat?,,male,30_to_44,middle_atlantic,ios_mobile,50000_to_74999,False,False,left,True,False,False,False,True,True,True
114569188582.0,430645356.0,04/03/2024 02:51:56 PM,04/03/2024 02:54:15 PM,,,,,cedf3f7c30d412493f3850a941,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,63114,College degree,A Democrat?,,male,60_above,west_north_central,android_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569188580.0,430645356.0,04/03/2024 02:53:17 PM,04/03/2024 02:54:15 PM,,,,,3ea73faf67c17e0251cbaf29bd,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,69101,College degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,45_to_60,west_north_central,android_mobile,10000_to_24999,False,False,right,False,True,False,True,True,True,True
114569188244.0,430645356.0,04/03/2024 02:52:39 PM,04/03/2024 02:53:42 PM,,,,,8feec9df454b95fec7fa248633,smc,Limited to military?,Just military and police?,"Yes, for all owners",No,No,No,60527,Some college,A Democrat?,,female,45_to_60,east_north_central,ios_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,False
114569187781.0,430645356.0,04/03/2024 02:51:53 PM,04/03/2024 02:53:03 PM,,,,,9c015548033470743830169b57,smc,Open to everyone?,Anyone?,"No, not necessary for all",No,Yes,Yes,33543,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,45_to_60,south_atlantic,android_mobile,200000_and_up,True,True,center,False,False,True,False,False,False,False
114569187351.0,430645356.0,04/03/2024 02:51:53 PM,04/03/2024 02:52:27 PM,,,,,1936842881eb309cf2629e54de,smc,Limited to military?,Anyone?,"No, not necessary for all",Yes,Yes,Yes,60046,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,45_to_60,east_north_central,ios_mobile,50000_to_74999,True,True,center,False,False,True,True,False,False,True
114569186489.0,430645356.0,04/03/2024 02:50:20 PM,04/03/2024 02:51:19 PM,,,,,ae6d7d6aa05ac64d7c3c50104e,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,10012,Advanced degree,A Republican?,,female,30_to_44,middle_atlantic,android_mobile,100000_to_124999,True,True,right,False,True,False,True,True,True,True
114569186062.0,430645356.0,04/03/2024 02:49:52 PM,04/03/2024 02:50:45 PM,,,,,ee8dae6716c40409d8bf540520,smc,Limited to military and police?,Just military?,"Yes, for all owners",Yes,Yes,Yes,90805,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,18_to_29,pacific,ios_mobile,125000_to_149999,True,True,center,False,False,True,True,True,True,True
114569185955.0,430645356.0,04/03/2024 02:49:58 PM,04/03/2024 02:50:36 PM,,,,,003d6f8de8fdd64df93c5b62e0,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,52577,Advanced degree,A Republican?,,female,18_to_29,west_north_central,ios_mobile,75000_to_99999,True,True,right,False,True,False,True,False,True,True
114569185649.0,430645356.0,04/03/2024 02:49:50 PM,04/03/2024 02:50:14 PM,,,,,57c99ea2c5fec61c8b85535f65,smc,Not sure or prefer not to say?,Unsure or rather not say?,Not sure or no comment,Unsure or no comment,No,Yes,,Didn't finish high school,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,30_to_44,south_atlantic,ios_mobile,25000_to_49999,False,True,right,False,True,False,False,False,False,False
114569184733.0,430645356.0,04/03/2024 02:47:40 PM,04/03/2024 02:49:22 PM,,,,,14a6bee59e6fc57785350745ce,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,85739,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,mountain,pc_windows,50000_to_74999,True,True,center,False,False,True,True,True,True,True
114569184333.0,430645356.0,04/03/2024 02:46:31 PM,04/03/2024 02:48:34 PM,,,,,44874d6938d6d50b41e568ea3c,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,25645,Some college,A Democrat?,,female,45_to_60,pacific,ios_mobile,175000_to_199999,True,True,left,True,False,False,True,True,True,True
114569184143.0,430645356.0,04/03/2024 02:46:38 PM,04/03/2024 02:48:19 PM,,,,,ebd1665083ee80b2403b827d90,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,33617,High school diploma,A Republican?,,male,18_to_29,south_atlantic,ios_mobile,100000_to_124999,False,False,right,False,True,False,False,False,True,True
114569183465.0,430645356.0,04/03/2024 02:46:41 PM,04/03/2024 02:47:23 PM,,,,,dbcf0fc857156e42fc00527b23,smc,Limited to military and police?,Just military and police?,"No, not necessary for all",Unsure or no comment,No,Yes,60628,High school diploma,A Republican?,,female,30_to_44,east_north_central,android_mobile,50000_to_74999,False,True,right,False,True,False,True,True,False,False
114569183410.0,430645356.0,04/03/2024 02:46:22 PM,04/03/2024 02:47:21 PM,,,,,d7bc3b08d387dad3086da0ed36,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,11369,Advanced degree,A Democrat?,,female,45_to_60,middle_atlantic,pc_windows,50000_to_74999,False,False,left,True,False,False,True,True,True,True
114569182963.0,430645356.0,04/03/2024 02:44:38 PM,04/03/2024 02:46:46 PM,,,,,12f6a05d314990ccbd4bc7f802,smc,Not sure or prefer not to say?,Unsure or rather not say?,Not sure or no comment,Yes,No,No,48331,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,30_to_44,east_north_central,ios_mobile,75000_to_99999,False,False,left,True,False,False,False,False,False,True
114569181155.0,430645356.0,04/03/2024 02:43:32 PM,04/03/2024 02:44:20 PM,,,,,ec8fa0f6502bc3d68955942040,smc,Limited to military?,Anyone?,"Yes, for all owners",Yes,No,No,49423,High school diploma,A Democrat?,,female,18_to_29,east_north_central,ios_mobile,25000_to_49999,False,False,left,True,False,False,True,False,True,True
114569181018.0,430645356.0,04/03/2024 02:43:30 PM,04/03/2024 02:44:06 PM,,,,,2c2fe0a05a81f0f1637e8cf800,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,,Advanced degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,18_to_29,east_north_central,ios_mobile,50000_to_74999,False,False,right,False,True,False,False,False,True,True
114569180039.0,430645356.0,04/03/2024 02:40:41 PM,04/03/2024 02:42:37 PM,,,,,279162c04a1ea91683cd452318,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,18509,College degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,30_to_44,middle_atlantic,android_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569179692.0,430645356.0,04/03/2024 02:41:06 PM,04/03/2024 02:42:06 PM,,,,,53096c3175c9c0f135e5b35239,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,40509,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,male,30_to_44,south_atlantic,ios_mobile,75000_to_99999,True,True,left,True,False,False,False,False,True,True
114569179261.0,430645356.0,04/03/2024 02:40:37 PM,04/03/2024 02:41:35 PM,,,,,65c70579e5f9850400f62006c4,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,Yes,76182,College degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,18_to_29,west_south_central,ios_mobile,100000_to_124999,False,True,left,True,False,False,False,False,True,True
114569179249.0,430645356.0,04/03/2024 02:40:42 PM,04/03/2024 02:41:28 PM,,,,,51b0c706750366eccd5c518e15,smc,Limited to military and police?,Anyone?,"Yes, for all owners",No,Yes,Yes,49445,College degree,Something else?,In the middle and cautious about change (moderate)?,female,30_to_44,east_north_central,android_mobile,50000_to_74999,True,True,center,False,False,True,True,False,True,False
114569179038.0,430645356.0,04/03/2024 02:40:28 PM,04/03/2024 02:41:09 PM,,,,,908576b4db1597490f47097455,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,,College degree,A Democrat?,,female,30_to_44,pacific,ios_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569177571.0,430645356.0,04/03/2024 02:37:32 PM,04/03/2024 02:38:56 PM,,,,,f94aca41b42ec27a77ec26ef1a,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,Yes,46201,College degree,A Republican?,,female,18_to_29,east_north_central,ios_mobile,0_to_9999,False,True,right,False,True,False,True,False,True,True
114569176519.0,430645356.0,04/03/2024 02:36:27 PM,04/03/2024 02:37:26 PM,,,,,143e127c86c64aa3b3330e563e,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,19144,College degree,A Democrat?,,male,60_above,middle_atlantic,ios_mobile,25000_to_49999,True,True,left,True,False,False,False,False,True,True
114569176434.0,430645356.0,04/03/2024 02:36:33 PM,04/03/2024 02:37:14 PM,,,,,ed00ad7e561bef6a1c33b0b2c3,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,,College degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569176262.0,430645356.0,04/03/2024 02:36:30 PM,04/03/2024 02:36:57 PM,,,,,1ad238ba401adea0a83cc8cd6f,smc,Limited to military and police?,Anyone?,Not sure or no comment,No,No,No,,College degree,A Democrat?,,male,45_to_60,,ios_mobile,10000_to_24999,False,False,left,True,False,False,True,False,False,False
114569176248.0,430645356.0,04/03/2024 02:36:36 PM,04/03/2024 02:36:55 PM,,,,,e7e5ac6427695121377c128b0a,smc,Limited to military?,Just military and police?,"Yes, for all owners",Unsure or no comment,Yes,Yes,,Didn't finish high school,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,middle_atlantic,ios_mobile,150000_to_174999,True,True,center,False,False,True,True,True,True,False
114569175073.0,430645356.0,04/03/2024 02:33:16 PM,04/03/2024 02:35:13 PM,,,,,752ed9f94c2114653730e6ef40,smc,Not sure or prefer not to say?,Unsure or rather not say?,"Yes, for all owners",Yes,No,No,48604,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,east_north_central,android_mobile,25000_to_49999,False,False,center,False,False,True,False,False,True,True
114569175062.0,430645356.0,04/03/2024 02:32:39 PM,04/03/2024 02:35:11 PM,,,,,8bbd51f28ce161635405ef6eb2,smc,Limited to military and police?,Just military?,"Yes, for all owners",Yes,Yes,Yes,,College degree,A Republican?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,right,False,True,False,True,True,True,True
114569174758.0,430645356.0,04/03/2024 02:32:13 PM,04/03/2024 02:34:45 PM,,,,,9d11a10e7fbfab9b882f67ec4a,smc,Limited to military?,Just military and police?,"Yes, for all owners",No,No,Yes,19014,Didn't finish high school,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,middle_atlantic,android_mobile,25000_to_49999,False,True,center,False,False,True,True,True,True,False
114569174315.0,430645356.0,04/03/2024 02:32:20 PM,04/03/2024 02:34:08 PM,,,,,709d736b7c39237f5bb85e2c85,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,2724,Some college,A Republican?,,female,45_to_60,new_england,ios_mobile,25000_to_49999,False,False,right,False,True,False,False,False,True,True
114569174088.0,430645356.0,04/03/2024 02:32:15 PM,04/03/2024 02:33:48 PM,,,,,9ba77e5c9b7b3cfaf385f62b40,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,47201,High school diploma,A Republican?,,female,60_above,east_north_central,ios_mobile,75000_to_99999,True,True,right,False,True,False,True,True,True,True
114569174024.0,430645356.0,04/03/2024 02:32:12 PM,04/03/2024 02:33:45 PM,,,,,58dfcd5ae3769dfdf5961fc1b8,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,90503,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,pacific,android_mobile,no_answer,False,False,center,False,False,True,True,True,True,True
114569173777.0,430645356.0,04/03/2024 02:32:11 PM,04/03/2024 02:33:25 PM,,,,,3b99a26e5d79d93db9011e4cd1,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,Yes,98537,Some college,A Democrat?,,female,60_above,pacific,android_mobile,25000_to_49999,False,True,left,True,False,False,True,False,True,True
114569173093.0,430645356.0,04/03/2024 02:30:44 PM,04/03/2024 02:32:33 PM,,,,,8f0ea744c085660ff328bf04f7,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,33584,College degree,A Democrat?,,female,18_to_29,south_atlantic,ios_mobile,no_answer,False,False,left,True,False,False,True,True,True,True
114569172647.0,430645356.0,04/03/2024 02:30:43 PM,04/03/2024 02:31:49 PM,,,,,a79ebdbf2ec12bd9349837e3f8,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,Yes,85283,Advanced degree,A Democrat?,,female,30_to_44,mountain,android_mobile,100000_to_124999,False,True,left,True,False,False,True,True,True,True
114569171073.0,430645356.0,04/03/2024 02:29:03 PM,04/03/2024 02:29:31 PM,,,,,446df05dccd71448388303647b,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,,Didn't finish high school,A Republican?,,female,45_to_60,south_atlantic,android_mobile,50000_to_74999,True,True,right,False,True,False,True,True,True,True
114569170467.0,430645356.0,04/03/2024 02:27:39 PM,04/03/2024 02:28:37 PM,,,,,59079fa121e8103bd53eef8818,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,30648,Advanced degree,A Republican?,,female,30_to_44,south_atlantic,android_mobile,50000_to_74999,False,False,right,False,True,False,False,False,True,True
114569170374.0,430645356.0,04/03/2024 02:27:45 PM,04/03/2024 02:28:30 PM,,,,,f10a0f4b8057b499e5303f1aea,smc,Open to everyone?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,8401,College degree,A Republican?,,male,18_to_29,middle_atlantic,ios_mobile,50000_to_74999,True,True,right,False,True,False,False,True,True,True
114569169817.0,430645356.0,04/03/2024 02:26:21 PM,04/03/2024 02:27:40 PM,,,,,e547d341c71c3061751719c03d,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,Yes,90024,College degree,A Democrat?,,female,18_to_29,pacific,android_mobile,25000_to_49999,False,True,left,True,False,False,True,True,True,True
114569169651.0,430645356.0,04/03/2024 02:25:55 PM,04/03/2024 02:27:29 PM,,,,,38e8d2859745ec5ff784ef18ce,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,7093,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,middle_atlantic,ios_mobile,75000_to_99999,False,False,center,False,False,True,True,True,True,True
114569169411.0,430645356.0,04/03/2024 02:26:29 PM,04/03/2024 02:27:09 PM,,,,,e1e96a7be5dc61f993eb9bda53,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,,Advanced degree,A Democrat?,,female,45_to_60,,ios_mobile,100000_to_124999,False,False,left,True,False,False,True,True,True,True
114569168975.0,430645356.0,04/03/2024 02:25:56 PM,04/03/2024 02:26:32 PM,,,,,b9e4c401b830aa590146c0bac8,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,60089,High school diploma,Something else?,In the middle and cautious about change (moderate)?,female,30_to_44,east_north_central,android_mobile,100000_to_124999,True,True,center,False,False,True,True,True,True,True
114569168574.0,430645356.0,04/03/2024 02:24:35 PM,04/03/2024 02:25:59 PM,,,,,e5b9c884f7f53968e9d1ef831c,smc,Limited to military and police?,Just military and police?,"No, not necessary for all",No,No,No,11218,Advanced degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,30_to_44,middle_atlantic,ios_mobile,75000_to_99999,False,False,right,False,True,False,True,True,False,False
114569168167.0,430645356.0,04/03/2024 02:24:42 PM,04/03/2024 02:25:28 PM,,,,,ddcf9b50602c5480c4644288d7,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,11357,College degree,A Democrat?,,female,30_to_44,middle_atlantic,android_mobile,200000_and_up,False,False,left,True,False,False,True,True,True,True
114569168040.0,430645356.0,04/03/2024 02:23:17 PM,04/03/2024 02:25:17 PM,,,,,ec80dd3fbf00528cea926fa0a6,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,27577,High school diploma,A Republican?,,female,60_above,south_atlantic,android_mobile,50000_to_74999,False,False,right,False,True,False,True,True,True,True
114569167773.0,430645356.0,04/03/2024 02:23:20 PM,04/03/2024 02:24:56 PM,,,,,97cf642576500c125dfc5f14d6,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,32340,Some college,A Democrat?,,female,60_above,south_atlantic,ios_mobile,10000_to_24999,False,False,left,True,False,False,True,True,True,True
114569166164.0,430645356.0,04/03/2024 02:21:37 PM,04/03/2024 02:22:43 PM,,,,,95f0c4e66994b072a425c57b0c,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,80831,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,mountain,android_mobile,25000_to_49999,True,True,center,False,False,True,False,False,True,True
114569166165.0,430645356.0,04/03/2024 02:21:26 PM,04/03/2024 02:22:42 PM,,,,,20d115b8f24dc054d4f403c6c5,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,60643,Some college,Not really either (Independent)?,More open to new ideas and changes (liberal)?,male,45_to_60,east_north_central,ios_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569164800.0,430645356.0,04/03/2024 02:20:05 PM,04/03/2024 02:20:39 PM,,,,,d04bd892c9fa6f97c888d627bb,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,7026,Some college,A Democrat?,,female,60_above,middle_atlantic,ios_mobile,50000_to_74999,False,False,left,True,False,False,True,True,True,True
114569164729.0,430645356.0,04/03/2024 02:18:11 PM,04/03/2024 02:20:32 PM,,,,,86f1e2e5b451b4b9499ce1041d,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,,College degree,A Democrat?,,male,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569164459.0,430645356.0,04/03/2024 02:18:07 PM,04/03/2024 02:20:22 PM,,,,,93900f4249a5cbc2896492c7e7,smc,Open to everyone?,Anyone?,"No, not necessary for all",Yes,Yes,Yes,27835,College degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,60_above,south_atlantic,pc_windows,175000_to_199999,True,True,right,False,True,False,False,False,False,True
114569164067.0,430645356.0,04/03/2024 02:18:14 PM,04/03/2024 02:19:35 PM,,,,,217b45a0755fd37c8ea46828af,smc,Limited to military and police?,Just military?,"No, not necessary for all",No,No,No,25352,Some college,A Republican?,,male,45_to_60,east_north_central,ios_mobile,10000_to_24999,False,False,right,False,True,False,True,True,False,False
114569163257.0,430645356.0,04/03/2024 02:18:10 PM,04/03/2024 02:18:30 PM,,,,,e7a4540e4472a8754b367b3a80,smc,Open to everyone?,Just military?,"Yes, for all owners",Yes,Yes,Yes,,Didn't finish high school,A Republican?,,male,45_to_60,middle_atlantic,android_mobile,150000_to_174999,True,True,right,False,True,False,False,True,True,True
114569162317.0,430645356.0,04/03/2024 02:15:52 PM,04/03/2024 02:17:11 PM,,,,,586bb03b91172f9f6c3849a82d,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,13905,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,middle_atlantic,ios_mobile,50000_to_74999,False,False,center,False,False,True,True,True,True,True
114569162082.0,430645356.0,04/03/2024 02:15:46 PM,04/03/2024 02:16:55 PM,,,,,9613addd269abbb795175c6ecc,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,18249,Advanced degree,A Republican?,,female,60_above,middle_atlantic,ios_mobile,50000_to_74999,True,True,right,False,True,False,True,True,True,True
114569161631.0,430645356.0,04/03/2024 02:14:00 PM,04/03/2024 02:16:12 PM,,,,,2ffa18b3f2e8abbd5af7296662,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,54601,College degree,A Democrat?,,female,30_to_44,west_north_central,ios_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569161606.0,430645356.0,04/03/2024 02:13:56 PM,04/03/2024 02:16:09 PM,,,,,2c04d9962a4e944bfa528b8599,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,No,99654,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,45_to_60,pacific,ios_mobile,10000_to_24999,True,True,center,False,False,True,True,True,True,True
114569160433.0,430645356.0,04/03/2024 02:13:30 PM,04/03/2024 02:14:41 PM,,,,,e5ca6e024d194eed3336d03763,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,67226,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,west_north_central,android_mobile,50000_to_74999,False,False,center,False,False,True,True,True,True,True
114569160342.0,430645356.0,04/03/2024 02:13:40 PM,04/03/2024 02:14:31 PM,,,,,f0140ca7dc33e32f9bec5dbbfe,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,Yes,44256,College degree,A Democrat?,,male,18_to_29,east_north_central,ios_mobile,0_to_9999,False,True,left,True,False,False,True,True,True,True
114569160234.0,430645356.0,04/03/2024 02:13:37 PM,04/03/2024 02:14:21 PM,,,,,8f1ddbcbe2ff34017409f11f47,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,49305,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,18_to_29,east_north_central,ios_mobile,10000_to_24999,True,True,center,False,False,True,False,False,True,True
114569160095.0,430645356.0,04/03/2024 02:12:22 PM,04/03/2024 02:14:09 PM,,,,,333259dde4fdda4c05b30df554,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,,College degree,A Democrat?,,female,45_to_60,west_south_central,ios_mobile,10000_to_24999,False,False,left,True,False,False,False,False,True,True
114569159560.0,430645356.0,04/03/2024 02:11:41 PM,04/03/2024 02:13:24 PM,,,,,3daf5b2dda615a5733ca21deca,smc,Open to everyone?,Anyone?,"Yes, for all owners",Unsure or no comment,Yes,Yes,,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,middle_atlantic,android_mobile,100000_to_124999,True,True,center,False,False,True,False,False,True,False
114569159232.0,430645356.0,04/03/2024 02:11:13 PM,04/03/2024 02:12:54 PM,,,,,170eec4a63ae2ea381f44f2b86,smc,Open to everyone?,Anyone?,"Yes, for all owners",Unsure or no comment,No,No,15236,College degree,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,female,30_to_44,middle_atlantic,android_mobile,10000_to_24999,False,False,right,False,True,False,False,False,True,False
114569159142.0,430645356.0,04/03/2024 02:11:26 PM,04/03/2024 02:12:48 PM,,,,,8d6be75acbdf94ffbe56bc4938,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,90404,College degree,A Democrat?,,female,45_to_60,pacific,ios_mobile,no_answer,False,False,left,True,False,False,True,True,True,True
114569159161.0,430645356.0,04/03/2024 02:10:33 PM,04/03/2024 02:12:45 PM,,,,,e189307ab637c444672d6b2493,smc,Open to everyone?,Just military?,Not sure or no comment,Yes,No,Yes,75181,Some college,Something else?,More open to new ideas and changes (liberal)?,female,18_to_29,west_south_central,ios_mobile,0_to_9999,False,True,left,True,False,False,False,True,False,True
114569158989.0,430645356.0,04/03/2024 02:10:58 PM,04/03/2024 02:12:29 PM,,,,,e24807bc9e03a814aeff61f30d,smc,Not sure or prefer not to say?,Unsure or rather not say?,"Yes, for all owners",Yes,No,No,54601,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,east_north_central,android_mobile,75000_to_99999,False,False,center,False,False,True,False,False,True,True
114569158853.0,430645356.0,04/03/2024 02:11:06 PM,04/03/2024 02:12:23 PM,,,,,eae2ed9287b54bf43b2935287d,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,Yes,33333,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,south_atlantic,android_mobile,10000_to_24999,False,True,center,False,False,True,True,True,True,True
114569158497.0,430645356.0,04/03/2024 02:10:49 PM,04/03/2024 02:11:54 PM,,,,,d1d16a2f87eb0a5e52dddbaecc,smc,Limited to military and police?,Unsure or rather not say?,"Yes, for all owners",Yes,Yes,Yes,59602,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,mountain,android_mobile,75000_to_99999,True,True,center,False,False,True,True,False,True,True
114569158065.0,430645356.0,04/03/2024 02:10:08 PM,04/03/2024 02:11:10 PM,,,,,a1b421699de01f97f76ec04879,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,18415,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,middle_atlantic,ios_mobile,no_answer,True,True,center,False,False,True,True,True,True,True
114569157928.0,430645356.0,04/03/2024 02:10:04 PM,04/03/2024 02:10:59 PM,,,,,3c70cbc4f7c06c43299e0fec1e,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,43068,Advanced degree,A Republican?,,female,45_to_60,east_north_central,ios_mobile,200000_and_up,True,True,right,False,True,False,False,False,True,True
